[Header]
Data File Name	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\MA-ACR_20200723.gcd
Output Date	7/24/2020
Output Time	10:42:10 AM

[File Information]
Type	Data File
Generated	7/24/2020 1:20:07 AM
Generated by	Admin
Modified	7/24/2020 2:10:36 AM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquisition Date	7/24/2020 1:26:58 AM
Type	Unknown
Level	1
Sample Name	MA-ACR_20200723
Sample ID	MA-ACR_20200723
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
Sample Amount	1
Dilution Factor	1
Vial#	15
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\MA-ACR_20200723.gcd
Method File	C:\GCsolution\Data\Pfleger\Jonathan\20190412_Stabilwax_shortened_bake.gcm
Batch File	C:\GCsolution\Data\Pfleger\Jonathan\07-23-2020\gc_07-23-2020.gcb
Report Format File	C:\GCsolution\System\DEFAULT.gcr

[File Comment]


[Configration]
Instrument Name	FID w/AOC
Instrument #	2
Line #	1

[Peak Table (Ch1)]
# of Peaks	81
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor
0.12717	-278
0.12783	-278
0.12850	-277
0.12917	-277
0.12983	-277
0.13050	-277
0.13117	-277
0.13183	-277
0.13250	-277
0.13317	-277
0.13383	-277
0.13450	-277
0.13517	-276
0.13583	-275
0.13650	-274
0.13717	-274
0.13783	-273
0.13850	-273
0.13917	-272
0.13983	-272
0.14050	-272
0.14117	-272
0.14183	-272
0.14250	-272
0.14317	-272
0.14383	-273
0.14450	-273
0.14517	-273
0.14583	-273
0.14650	-273
0.14717	-273
0.14783	-273
0.14850	-273
0.14917	-273
0.14983	-273
0.15050	-273
0.15117	-273
0.15183	-272
0.15250	-272
0.15317	-272
0.15383	-272
0.15450	-272
0.15517	-272
0.15583	-272
0.15650	-271
0.15717	-271
0.15783	-271
0.15850	-272
0.15917	-272
0.15983	-272
0.16050	-272
0.16117	-273
0.16183	-273
0.16250	-273
0.16317	-274
0.16383	-274
0.16450	-275
0.16517	-276
0.16583	-276
0.16650	-277
0.16717	-277
0.16783	-278
0.16850	-278
0.16917	-278
0.16983	-278
0.17050	-279
0.17117	-280
0.17183	-280
0.17250	-280
0.17317	-281
0.17383	-282
0.17450	-282
0.17517	-283
0.17583	-284
0.17650	-284
0.17717	-285
0.17783	-286
0.17850	-286
0.17917	-287
0.17983	-288
0.18050	-289
0.18117	-290
0.18183	-292
0.18250	-293
0.18317	-294
0.18383	-295
0.18450	-297
0.18517	-298
0.18583	-300
0.18650	-301
0.18717	-303
0.18783	-304
0.18850	-306
0.18917	-308
0.18983	-310
0.19050	-313
0.19117	-315
0.19183	-317
0.19250	-319
0.19317	-321
0.19383	-323
0.19450	-325
0.19517	-327
0.19583	-328
0.19650	-330
0.19717	-332
0.19783	-334
0.19850	-335
0.19917	-337
0.19983	-339
0.20050	-340
0.20117	-341
0.20183	-342
0.20250	-344
0.20317	-345
0.20383	-347
0.20450	-348
0.20517	-349
0.20583	-351
0.20650	-352
0.20717	-354
0.20783	-356
0.20850	-357
0.20917	-359
0.20983	-361
0.21050	-362
0.21117	-364
0.21183	-366
0.21250	-368
0.21317	-370
0.21383	-371
0.21450	-372
0.21517	-374
0.21583	-375
0.21650	-376
0.21717	-377
0.21783	-379
0.21850	-380
0.21917	-381
0.21983	-382
0.22050	-383
0.22117	-384
0.22183	-384
0.22250	-385
0.22317	-385
0.22383	-385
0.22450	-385
0.22517	-386
0.22583	-386
0.22650	-386
0.22717	-387
0.22783	-387
0.22850	-388
0.22917	-388
0.22983	-389
0.23050	-389
0.23117	-390
0.23183	-390
0.23250	-390
0.23317	-390
0.23383	-391
0.23450	-391
0.23517	-391
0.23583	-391
0.23650	-391
0.23717	-390
0.23783	-390
0.23850	-390
0.23917	-389
0.23983	-389
0.24050	-389
0.24117	-388
0.24183	-388
0.24250	-388
0.24317	-388
0.24383	-388
0.24450	-388
0.24517	-389
0.24583	-389
0.24650	-390
0.24717	-390
0.24783	-390
0.24850	-390
0.24917	-390
0.24983	-391
0.25050	-391
0.25117	-391
0.25183	-392
0.25250	-392
0.25317	-392
0.25383	-392
0.25450	-393
0.25517	-393
0.25583	-393
0.25650	-394
0.25717	-394
0.25783	-394
0.25850	-394
0.25917	-395
0.25983	-395
0.26050	-395
0.26117	-395
0.26183	-395
0.26250	-395
0.26317	-395
0.26383	-395
0.26450	-396
0.26517	-396
0.26583	-396
0.26650	-396
0.26717	-396
0.26783	-396
0.26850	-396
0.26917	-396
0.26983	-396
0.27050	-395
0.27117	-395
0.27183	-395
0.27250	-395
0.27317	-395
0.27383	-395
0.27450	-395
0.27517	-395
0.27583	-395
0.27650	-395
0.27717	-394
0.27783	-394
0.27850	-394
0.27917	-393
0.27983	-393
0.28050	-393
0.28117	-393
0.28183	-393
0.28250	-392
0.28317	-392
0.28383	-392
0.28450	-392
0.28517	-392
0.28583	-393
0.28650	-393
0.28717	-393
0.28783	-393
0.28850	-393
0.28917	-394
0.28983	-394
0.29050	-395
0.29117	-395
0.29183	-396
0.29250	-396
0.29317	-397
0.29383	-397
0.29450	-398
0.29517	-398
0.29583	-399
0.29650	-400
0.29717	-401
0.29783	-401
0.29850	-402
0.29917	-403
0.29983	-404
0.30050	-405
0.30117	-406
0.30183	-406
0.30250	-406
0.30317	-407
0.30383	-407
0.30450	-407
0.30517	-408
0.30583	-408
0.30650	-408
0.30717	-408
0.30783	-409
0.30850	-409
0.30917	-409
0.30983	-409
0.31050	-410
0.31117	-411
0.31183	-411
0.31250	-411
0.31317	-411
0.31383	-412
0.31450	-412
0.31517	-412
0.31583	-412
0.31650	-412
0.31717	-412
0.31783	-413
0.31850	-413
0.31917	-413
0.31983	-414
0.32050	-414
0.32117	-414
0.32183	-414
0.32250	-414
0.32317	-414
0.32383	-414
0.32450	-415
0.32517	-415
0.32583	-416
0.32650	-416
0.32717	-416
0.32783	-415
